timestamp,test-class,test-method,time,description,result
"2022-05-29 16:15:47.446","acme.testing.any.chirp.AnyChirpListTest","positive",5022,""[1] recordIndex=0, title=Amazing Chirp, author=Don Mclean, moment=2022/04/23 18:33, body=What an amazing Chirp!, email=amazingChirp@mail.com"","OK"
"2022-05-29 16:16:09.182","acme.testing.any.chirp.AnyChirpCreateTest","create",11439,""[1] recordIndex=0, title=Test Chirp, author=Johnny Test, moment=2022/05/12 18:33, body=This is a test chirp, email=JohnnyTest@gmail.com"","OK"
"2022-05-29 16:16:31.323","acme.testing.administrator.configData.AdministratorConfigDataUpdateTest","positiveTest",14776,""[1] recordIndex=0, systemCurrency=EUR, acceptedCurrencies=EUR, USD, GBP, strongSpamTerms=sex,hard core,viagra,cialis,sexo,hardcore, weakSpamTerms=sexy,nigeria,you've won,has ganado, strongSpamTreshold=10, weakSpamTreshold=25"","OK"
"2022-05-29 16:16:46.007","acme.testing.administrator.configData.AdministratorConfigDataUpdateTest","positiveTest",13752,""[2] recordIndex=1, systemCurrency=USD, acceptedCurrencies=USD, GBP, strongSpamTerms=sex,viagra,cialis,sexo, weakSpamTerms=sexy,you've won,has ganado, strongSpamTreshold=15, weakSpamTreshold=60"","OK"
"2022-05-29 16:16:58.454","acme.testing.administrator.configData.AdministratorConfigDataUpdateTest","negativeTest",11734,""[1] recordIndex=0, systemCurrency=EUR, acceptedCurrencies=EUR, USD, GBP, strongSpamTerms=sex,viagra,betis,cialis,sexo, weakSpamTerms=sexy,you've won,has ganado, strongSpamTreshold=-40, weakSpamTreshold=102"","OK"
"2022-05-29 16:17:28.322","acme.testing.inventor.patronage.InventorPatronageListTest","positive",13706,""[1] recordIndex=0, status=ACCEPTED, code=ALO-014-A, legalStuff=Absolutely legal, budget=EUR 250.00, startDate=2021/12/31 12:00, finishDate=2022/12/31 15:00, link=https://www.nano.com"","OK"
"2022-05-29 16:17:39.445","acme.testing.inventor.patronage.InventorPatronageListTest","positive",10351,""[2] recordIndex=1, status=DENIED, code=HAM-044-B, legalStuff=Totally illegal, budget=EUR 50.00, startDate=2020/12/31 15:36, finishDate=2021/12/30 22:47, link=https://www.ham.com"","OK"
"2022-05-29 16:17:48.654","acme.testing.inventor.patronage.InventorPatronageListTest","negative",8350,""[1] recordIndex=0, status=ACCEPTED, code=ALO-014-A, legalStuff=Absolutely legal, budget=EUR 250.00, startDate=2021/12/31 12:00, finishDate=2022/12/31 15:00, link=https://www.nano.com"","OK"
"2022-05-29 16:17:57.458","acme.testing.inventor.patronage.InventorPatronageListTest","negative",7910,""[2] recordIndex=1, status=DENIED, code=HAM-044-B, legalStuff=Totally illegal, budget=EUR 50.00, startDate=2020/12/31 15:36, finishDate=2021/12/30 22:47, link=https://www.ham.com"","OK"
"2022-05-29 16:18:17.334","acme.testing.inventor.patronage.InventorPatronageUpdateStatusTest","positiveTest",13061,""[1] recordIndex=0, status=PROPOSED, code=ZXC-044-B, legalStuff=Totally illegal, budget=EUR 75.20, startDate=2020/12/31 15:36, finishDate=2020/12/30 22:47, link=https://www.google.com"","OK"
"2022-05-29 16:18:40.983","acme.testing.administrator.announcement.AdministratorAnnouncementCreateServiceTest","positive",16819,""[1] recordIndex=0, title=This is a test announcement, body=Go to the cinemas now, link=https://www.thebatman.com, critical=true"","OK"
"2022-05-29 16:18:52.289","acme.testing.any.artifact.AnyArtifactListToolsTest","positive",4888,""[1] recordIndex=0, artifactType=TOOL, name=Adobo photocho, code=ZYX-084-B, technology=Photoshop, description=A fast program for Graphic Desing, retailPrice=EUR 20.00, link=https://www.adobe.com"","OK"
"2022-05-29 16:18:56.843","acme.testing.any.artifact.AnyArtifactListToolsTest","positive",3801,""[2] recordIndex=1, artifactType=TOOL, name=MariaDB, code=ABC-123-T, technology=MySQL, description=Database gestion system, retailPrice=EUR 60.00, link=https://www.mariadb.com/"","OK"
"2022-05-29 16:19:14.617","acme.testing.patron.patronage.PatronPatronageListTest","positive",11484,""[1] recordIndex=0, status=ACCEPTED, code=ALO-014-A, legalStuff=Absolutely legal, budget=EUR 250.00, startDate=2021/12/31 12:00, finishDate=2022/12/31 15:00, link=https://www.nano.com"","OK"
"2022-05-29 16:19:37.823","acme.testing.inventor.artifact.InventorArtifactUpdateTest","positiveTest",16951,""[1] recordIndex=0, artifactType=COMPONENT, name=AC Prueba, code=XWC-173-T, technology=MySQL program, description=Database system, retailPrice=EUR 90.00, published=false, link=https://www.mariadb.com/"","OK"
"2022-05-29 16:19:51.54","acme.testing.inventor.artifact.InventorArtifactUpdateTest","negativeTest",12997,""[1] recordIndex=0, artifactType=COMPONENT, name=AC Prueba, code=null, technology=null, description=null, retailPrice=null, published=null, link=null"","OK"
"2022-05-29 16:20:04.879","acme.testing.inventor.artifact.InventorArtifactUpdateTest","negativeTest",12456,""[2] recordIndex=0, artifactType=COMPONENT, name=AC Prueba, code=ABC-123-T, technology=MySQL, description=Database gestion system, retailPrice=EUR 60.00, published=false, link=null"","OK"
"2022-05-29 16:20:17.977","acme.testing.inventor.artifact.InventorArtifactUpdateTest","negativeTest",12357,""[3] recordIndex=0, artifactType=COMPONENT, name=AC Prueba, code=XGaaC-123-T, technology=MySQL, description=Database gestion system, retailPrice=EUR 60.00, published=false, link=null"","OK"
"2022-05-29 16:20:31.483","acme.testing.inventor.artifact.InventorArtifactUpdateTest","negativeTest",12798,""[4] recordIndex=0, artifactType=COMPONENT, name=AC Prueba, code=ABC-123-T, technology=MySQL, description=Database gestion system, retailPrice=6, published=false, link=null"","OK"
"2022-05-29 16:20:44.182","acme.testing.inventor.artifact.InventorArtifactUpdateTest","negativeTest",11861,""[5] recordIndex=0, artifactType=COMPONENT, name=AC Prueba, code=XWC-123-T, technology=MySQL, description=Database gestion system, retailPrice=ASD -60.00, published=false, link=null"","OK"
"2022-05-29 16:21:07.252","acme.testing.inventor.artifact.InventorArtifactPublishTest","positiveTest",13917,""[1] recordIndex=0, name=AC Prueba"","OK"
"2022-05-29 16:21:19.604","acme.testing.inventor.artifact.InventorArtifactPublishTest","negativeTest",11582,""[1] recordIndex=0, name=AZ Prueba, code=AFR-001-A, retailPrice=ASD -30"","OK"
"2022-05-29 16:21:31.429","acme.testing.inventor.artifact.InventorArtifactPublishTest","negativeTest",11053,""[2] recordIndex=0, name=AZ Prueba, code=null, retailPrice=null"","OK"
"2022-05-29 16:21:50.332","acme.testing.inventor.artifact.InventorArtifactListMineToolsTest","positiveTest",12394,""[1] recordIndex=0, artifactType=TOOL, name=MariaDB, code=ABC-123-T, technology=MySQL, description=Database gestion system, retailPrice=EUR 60.00, link=https://www.mariadb.com/"","OK"
"2022-05-29 16:22:21.797","acme.testing.inventor.artifact.InventorArtifactCreateTest","positiveTest",16405,""[1] recordIndex=0, artifactType=COMPONENT, name=Abanico, code=XWC-123-T, technology=MySQL, description=Database gestion system, retailPrice=EUR 60.00, published=false, link=https://www.mariadb.com/"","OK"
"2022-05-29 16:22:34.227","acme.testing.inventor.artifact.InventorArtifactCreateTest","negativeTest",11758,""[1] recordIndex=0, artifactType=COMPONENT, name=null, code=null, technology=null, description=null, retailPrice=null, published=false, link=null"","OK"
"2022-05-29 16:22:46.405","acme.testing.inventor.artifact.InventorArtifactCreateTest","negativeTest",11451,""[2] recordIndex=0, artifactType=COMPONENT, name=Abanico, code=XWC-123-T, technology=MySQL, description=Database gestion system, retailPrice=EUR 60.00, published=false, link=null"","OK"
"2022-05-29 16:22:58.99","acme.testing.inventor.artifact.InventorArtifactCreateTest","negativeTest",11848,""[3] recordIndex=0, artifactType=COMPONENT, name=Abanico, code=XGaaC-123-T, technology=MySQL, description=Database gestion system, retailPrice=EUR 60.00, published=false, link=null"","OK"
"2022-05-29 16:23:10.809","acme.testing.inventor.artifact.InventorArtifactCreateTest","negativeTest",11096,""[4] recordIndex=0, artifactType=COMPONENT, name=Abanico, code=XWC-123-T, technology=MySQL, description=Database gestion system, retailPrice=6, published=false, link=null"","OK"
"2022-05-29 16:23:22.944","acme.testing.inventor.artifact.InventorArtifactCreateTest","negativeTest",11373,""[5] recordIndex=0, artifactType=COMPONENT, name=Abanico, code=XWC-123-T, technology=MySQL, description=Database gestion system, retailPrice=ASD -60.00, published=false, link=null"","OK"
"2022-05-29 16:23:41.956","acme.testing.inventor.artifact.InventorArtifactCreateTest","hackingTest",18338,""hackingTest()"","OK"
"2022-05-29 16:24:10.074","acme.testing.authenticated.patron.AuthenticatedPatronCreateTest","positiveTest",22098,""[1] recordIndex=0, username=juan2, password=juan1, name=Juan, surname=Alberto, email=juan@mail.com, company=Juan & Co, statement=no statement, link=https://www.google.co.uk/"","OK"
"2022-05-29 16:24:31.978","acme.testing.authenticated.patron.AuthenticatedPatronCreateTest","positiveTest",21173,""[2] recordIndex=1, username=annie1, password=annie, name=Annie, surname=Williams, email=annie@mail.com, company=Annie S.A, statement=no statement, link=https://www.google.ie/"","OK"
"2022-05-29 16:24:38.506","acme.testing.authenticated.patron.AuthenticatedPatronCreateTest","negative",5889,""negative()"","OK"
"2022-05-29 16:24:55.054","acme.testing.inventor.toolkit.InventorToolkitPublishTest","positive",10832,""[1] recordIndex=0, title=AAAAAAA, code=XDD-192-F, description=a, assemblyNotes=assembly with caution, link=null, price=true"","OK"
"2022-05-29 16:25:12.374","acme.testing.inventor.toolkit.InventorToolkitPublishTest","negative",16574,""[1] recordIndex=0, title=AAAAAAA, code=XDD-192-F, description=a, assemblyNotes=assembly with caution, link=null, price=true"","OK"
"2022-05-29 16:25:40.667","acme.testing.inventor.toolkit.InventorToolkitCreateTest","positive",19156,""[1] recordIndex=0, title=Test Tool Kit, code=TES-001-K, description=description test, assemblyNotes=assembly test, link=null, price=false"","OK"
"2022-05-29 16:25:52.79","acme.testing.inventor.toolkit.InventorToolkitCreateTest","negative",11384,""[1] recordIndex=0, title=Test Tool Kit, code=TES-001-, description=description test, assemblyNotes=assembly test, link=null, price=false"","OK"
"2022-05-29 16:26:05.299","acme.testing.inventor.toolkit.InventorToolkitCreateTest","negative",11559,""[2] recordIndex=1, title=null, code=TES-001-T, description=description test, assemblyNotes=assembly test, link=null, price=false"","OK"
"2022-05-29 16:26:17.707","acme.testing.inventor.toolkit.InventorToolkitCreateTest","negative",11649,""[3] recordIndex=2, title=Test Tool Kit, code=TES-002-T, description=null, assemblyNotes=assembly test, link=null, price=false"","OK"
"2022-05-29 16:26:30.884","acme.testing.inventor.toolkit.InventorToolkitCreateTest","negative",12376,""[4] recordIndex=3, title=Test Tool Kit, code=TES-003-T, description=description test, assemblyNotes=null, link=null, price=false"","OK"
"2022-05-29 16:26:43.746","acme.testing.inventor.toolkit.InventorToolkitCreateTest","negative",12042,""[5] recordIndex=4, title=Test Tool Kit, code=TES-004-T, description=description test, assemblyNotes=assembly test, link=test, price=false"","OK"
"2022-05-29 16:26:56.403","acme.testing.inventor.toolkit.InventorToolkitCreateTest","negative",11850,""[6] recordIndex=5, title=sex, code=TES-004-T, description=description test, assemblyNotes=assembly test, link=test, price=false"","OK"
"2022-05-29 16:27:09.147","acme.testing.inventor.toolkit.InventorToolkitCreateTest","negative",11832,""[7] recordIndex=6, title=Test Tool Kit, code=TES-004-T, description=sex, assemblyNotes=assembly test, link=test, price=false"","OK"
"2022-05-29 16:27:21.307","acme.testing.inventor.toolkit.InventorToolkitCreateTest","negative",11269,""[8] recordIndex=7, title=Test Tool Kit, code=TES-004-T, description=description test, assemblyNotes=sex, link=test, price=false"","OK"
"2022-05-29 16:27:33.396","acme.testing.inventor.toolkit.InventorToolkitCreateTest","negative",11293,""[9] recordIndex=8, title=Test Tool Kit, code=XDD-191-A, description=description test, assemblyNotes=assembly, link=test, price=false"","OK"
"2022-05-29 16:27:45.36","acme.testing.inventor.toolkit.InventorToolkitCreateTest","negative",11168,""[10] recordIndex=9, title=sexy, code=TES-004-T, description=description test, assemblyNotes=assembly test, link=test, price=false"","OK"
"2022-05-29 16:27:57.929","acme.testing.inventor.toolkit.InventorToolkitCreateTest","negative",11717,""[11] recordIndex=10, title=Test Tool Kit, code=TES-004-T, description=sexy, assemblyNotes=assembly test, link=test, price=false"","OK"
"2022-05-29 16:28:10.67","acme.testing.inventor.toolkit.InventorToolkitCreateTest","negative",11791,""[12] recordIndex=11, title=Test Tool Kit, code=TES-004-T, description=description test, assemblyNotes=sexy, link=test, price=false"","OK"
"2022-05-29 16:28:27.135","acme.testing.inventor.toolkit.InventorToolkitListTest","positive",10590,""[1] recordIndex=0, title=Awesome Tool Kit, code=XDD-191-A, description=a, assemblyNotes=assembly with caution, link=null, price=true"","OK"
"2022-05-29 16:28:38.207","acme.testing.inventor.toolkit.InventorToolkitListTest","positive",10324,""[2] recordIndex=1, title=Tech Tool Kit, code=LOL-909-B, description=A complete tech tool kit, assemblyNotes=nothing important, link=https://www.tool.com, price=false"","OK"
"2022-05-29 16:28:46.353","acme.testing.inventor.toolkit.InventorToolkitListTest","negative",7355,""[1] recordIndex=0, title=Awesome Tool Kit, code=XDD-191-A, description=a, assemblyNotes=assembly with caution, link=null, price=true"","OK"
"2022-05-29 16:28:55.744","acme.testing.inventor.toolkit.InventorToolkitListTest","negative",8576,""[2] recordIndex=1, title=Tech Tool Kit, code=LOL-909-B, description=A complete tech tool kit, assemblyNotes=nothing important, link=https://www.tool.com, price=false"","OK"
"2022-05-29 16:29:14.81","acme.testing.inventor.toolkit.InventorToolkitUpdateTest","positive",13051,""[1] recordIndex=0, title=Updated Tech Tool Kit, code=LOL-909-B, description=An updated complete tech tool kit, assemblyNotes=nothing important, link=https://www.tool.com, price=false"","OK"
"2022-05-29 16:29:27.179","acme.testing.inventor.toolkit.InventorToolkitUpdateTest","negative",11617,""[1] recordIndex=0, title=Updated Tech Tool Kit, code=LOL-909-, description=An updated complete tech tool kit, assemblyNotes=nothing important, link=https://www.tool.com, price=false"","OK"
"2022-05-29 16:29:39.419","acme.testing.inventor.toolkit.InventorToolkitUpdateTest","negative",11474,""[2] recordIndex=1, title=Updated Tech Tool Kit, code=LOL-909-Z, description=null, assemblyNotes=nothing important, link=https://www.tool.com, price=false"","OK"
"2022-05-29 16:29:51.809","acme.testing.inventor.toolkit.InventorToolkitUpdateTest","negative",11584,""[3] recordIndex=2, title=Updated Tech Tool Kit, code=LOL-909-W, description=An updated complete tech tool kit, assemblyNotes=null, link=https://www.tool.com, price=false"","OK"
"2022-05-29 16:30:04.176","acme.testing.inventor.toolkit.InventorToolkitUpdateTest","negative",11632,""[4] recordIndex=3, title=Updated Tech Tool Kit, code=XDD-191-A, description=An updated complete tech tool kit, assemblyNotes=nothing important, link=https://www.tool.com, price=false"","OK"
"2022-05-29 16:30:16.295","acme.testing.inventor.toolkit.InventorToolkitUpdateTest","negative",11386,""[5] recordIndex=4, title=null, code=LOL-909-X, description=An updated complete tech tool kit, assemblyNotes=nothing important, link=https://www.tool.com, price=false"","OK"
"2022-05-29 16:30:29.095","acme.testing.inventor.toolkit.InventorToolkitUpdateTest","negative",12044,""[6] recordIndex=5, title=Updated Tech Tool Kit, code=LOL-909-J, description=An updated complete tech tool kit, assemblyNotes=nothing important, link=tool, price=false"","OK"
"2022-05-29 16:30:46.456","acme.testing.authenticated.announcement.AuthenticatedAnnouncementListTest","positive",10843,""[1] recordIndex=0, title=I don't know what to say!, moment=2022/04/22 21:45, body=Seriously i have no clue, link=https://www.google.com, critical=false"","OK"
"2022-05-29 16:30:58.918","acme.testing.authenticated.announcement.AuthenticatedAnnouncementListTest","positive",11600,""[2] recordIndex=1, title=The Batman only on cinemas now!, moment=2022/04/21 21:50, body=Go to the cinemas now, link=https://www.thebatman.com, critical=true"","OK"
"2022-05-29 16:31:00.405","acme.testing.authenticated.announcement.AuthenticatedAnnouncementListTest","negative",658,""[1] recordIndex=0, title=I don't know what to say!, moment=2022/04/22 21:45, body=Seriously i have no clue, link=https://www.google.com, critical=false"","OK"
"2022-05-29 16:31:01.733","acme.testing.authenticated.announcement.AuthenticatedAnnouncementListTest","negative",648,""[2] recordIndex=1, title=The Batman only on cinemas now!, moment=2022/04/21 21:50, body=Go to the cinemas now, link=https://www.thebatman.com, critical=true"","OK"
"2022-05-29 16:31:29.491","acme.testing.authenticated.inventor.AuthenticatedInventorCreateTest","positiveTest",21690,""[1] recordIndex=0, username=juan1, password=juan1, name=Juan, surname=Alberto, email=juan@mail.com, company=Juan & Co, statement=no statement, link=https://www.google.co.uk/"","OK"
"2022-05-29 16:31:51.598","acme.testing.authenticated.inventor.AuthenticatedInventorCreateTest","positiveTest",21156,""[2] recordIndex=1, username=annie, password=annie, name=Annie, surname=Williams, email=annie@mail.com, company=Annie S.A, statement=no statement, link=https://www.google.ie/"","OK"
"2022-05-29 16:31:58.842","acme.testing.authenticated.inventor.AuthenticatedInventorCreateTest","negative",6614,""negative()"","OK"
"2022-05-29 16:32:20.011","acme.testing.SignUpTest","positiveSignUp",14554,""[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com, phone=Cash & Carry, Co"","OK"
"2022-05-29 16:32:35.459","acme.testing.SignUpTest","positiveSignUp",14663,""[2] username=lorraine, password=lorraine, name=Lorraine, surname=Williams, email=lorraine@yellow-house.com, phone=Cash & Carry, Co"","OK"
"2022-05-29 16:32:50.305","acme.testing.SignUpTest","positiveSignUp",14138,""[3] username=leslie, password=leslie, name=Leslie Marti, surname=Ramport, email=leslie@us.es, phone=Networks, Inc."","OK"
"2022-05-29 16:33:03.469","acme.testing.SignUpTest","positiveSignUp",12540,""[4] username=robert, password=robert, name=Robert, surname=Johnson, email=robert@mail.server.com, phone=Networks, Inc."","OK"
"2022-05-29 16:33:18.009","acme.testing.SignUpTest","positiveSignUp",13783,""[5] username=pepeluis, password=pepeluis, name=José Luis, surname=Sørensen, email=ppepe.sorensen@sweden.sw, phone=Baby Care, GmbH"","OK"
"2022-05-29 16:33:33.183","acme.testing.SignUpTest","positiveSignUp",14514,""[6] username=luisa, password=luisa, name=Luisa, surname=Martínez López, email=luisa@luisa.name, phone=Baby Care, GmbH"","OK"
